transaction_id,user_id,amount,merchant_name,merchant_mcc,merchant_category,timestamp,is_fraud,device_fingerprint,user_location_lat,user_location_lon,merchant_location_lat,merchant_location_lon,account_age_days
TXN_000000,USER_0102,20.646268373752143,Pharmacy,5912,ELECTRONICS,2025-10-28 11:12:30.855575,0,DEV_9531,-20.5982013260188,23.56751307481132,-21.36294678323068,15.02731334765371,78
TXN_000001,USER_0435,15.855484756838639,Coffee Shop,5912,ELECTRONICS,2025-10-28 11:22:30.855575,0,DEV_9303,-19.17249095074451,19.50187431910789,-19.1470262324423,21.726156879765117,463
TXN_000002,USER_0860,13.128643509463162,Coffee Shop,5311,FOOD,2025-10-28 11:32:30.855575,0,DEV_4737,-21.438204287115827,14.74313349801313,-18.406715611966938,22.49544721242141,558
TXN_000003,USER_0270,40.52715853872851,Grocery Store,5651,HEALTH,2025-10-28 11:42:30.855575,0,DEV_5181,-21.317975180008986,16.507478620900137,-21.025722989867155,12.489754340221369,608
TXN_000004,USER_0106,71.85069824415523,Gas Station,5651,RETAIL,2025-10-28 11:52:30.855575,0,DEV_5456,-18.49369942359474,16.70349747737906,-20.0093793661471,16.005863203611845,210
TXN_000005,USER_0071,8.13641705553293,Pharmacy,5942,ONLINE,2025-10-28 12:02:30.855575,0,DEV_1483,-20.671940199846205,15.75926244180923,-19.687144142999756,24.71137856583978,67
TXN_000006,USER_0700,11.073237764102691,Restaurant,5814,FOOD,2025-10-28 12:12:30.855575,1,DEV_4102,-19.337663018061054,21.707692593321582,-20.43804424663664,14.310453846708715,580
TXN_000007,USER_0020,19.264724669064062,Online Retailer,5912,ENTERTAINMENT,2025-10-28 12:22:30.855575,0,DEV_8527,-18.565006032686195,22.867838821164014,-18.313847478875516,14.376663043457828,377
TXN_000008,USER_0614,13.033422609976101,Gas Station,5814,EDUCATION,2025-10-28 12:32:30.855575,0,DEV_1167,-18.107197084032705,16.157801624294414,-20.153935219617026,19.687218453089738,108
TXN_000009,USER_0121,57.69308601036498,Grocery Store,5411,FOOD,2025-10-28 12:42:30.855575,0,DEV_8450,-21.15885723659674,22.999637825127188,-18.068879040452277,16.396103580828054,181
TXN_000010,USER_0466,93.8626360233169,Grocery Store,5942,HEALTH,2025-10-28 12:52:30.855575,0,DEV_8048,-21.50828754973602,21.547686302435572,-20.81917940943149,20.542574584186433,128
TXN_000011,USER_0214,76.38686179876584,Gas Station,5814,HEALTH,2025-10-28 13:02:30.855575,0,DEV_8115,-19.037052216708595,17.73451423524899,-21.707010801045428,15.414386452819068,898
TXN_000012,USER_0330,76.55411168884925,Clothing Store,5411,EDUCATION,2025-10-28 13:12:30.855575,0,DEV_9028,-21.247192698200376,21.082619388841543,-19.700130939827456,17.538009843146742,594
TXN_000013,USER_0458,669.4708156593401,Pharmacy,5999,ELECTRONICS,2025-10-28 13:22:30.855575,0,DEV_4291,-19.67923918923795,22.001398046695634,-18.70663976656261,24.979622564463448,781
TXN_000014,USER_0087,103.08206302836334,Grocery Store,5651,FUEL,2025-10-28 13:32:30.855575,0,DEV_2735,-19.869419330821298,19.293404355508095,-20.44643426607011,16.85472971527377,19
TXN_000015,USER_0372,176.96400880874893,Online Retailer,5999,DINING,2025-10-28 13:42:30.855575,0,DEV_8280,-19.760306799044958,17.760474060594145,-21.259604548061265,13.120155795275302,394
TXN_000016,USER_0099,29.314327079505297,Restaurant,5814,DINING,2025-10-28 13:52:30.855575,0,DEV_7093,-19.400828638645308,13.322287809985323,-19.04703999572596,21.651670070071717,113
TXN_000017,USER_0871,224.97948358770032,Electronics Store,5812,ENTERTAINMENT,2025-10-28 14:02:30.855575,0,DEV_1846,-18.596431695916994,12.017805724553257,-20.916459590945827,19.651491714401825,503
TXN_000018,USER_0663,27.28865953692714,Supermarket,5912,FOOD,2025-10-28 14:12:30.855575,0,DEV_1887,-20.91272767033603,24.18426703757434,-18.921049227315205,17.779529884362326,809
TXN_000019,USER_0130,101.20746220949533,Online Retailer,5814,RETAIL,2025-10-28 14:22:30.855575,0,DEV_7507,-19.7790266477452,15.47730212844949,-20.950713989497316,23.813372181429365,530
TXN_000020,USER_0661,6.979307485401862,Bookstore,5542,ENTERTAINMENT,2025-10-28 14:32:30.855575,0,DEV_5053,-20.65325989625936,20.61879226758529,-19.77084704516259,13.906155220925807,882
TXN_000021,USER_0308,70.05994256573524,Supermarket,5812,ELECTRONICS,2025-10-28 14:42:30.855575,0,DEV_4126,-20.72506382601114,24.263695060516934,-18.449291434908673,18.36652707374954,185
TXN_000022,USER_0769,12.640799613075751,Fast Food,5942,EDUCATION,2025-10-28 14:52:30.855575,0,DEV_5264,-21.918321799878804,22.63778661892806,-21.181531712799227,14.493214402193448,357
TXN_000023,USER_0343,222.30570445918445,Bookstore,5942,GROCERIES,2025-10-28 15:02:30.855575,0,DEV_2817,-19.602390228027435,13.593576455241868,-18.717222125386243,13.085429890605255,235
TXN_000024,USER_0491,203.1236065498464,Clothing Store,5814,FOOD,2025-10-28 15:12:30.855575,0,DEV_4180,-18.109977760834923,22.424861855789437,-20.93828131206122,17.750598381678188,646
TXN_000025,USER_0413,27.114236408109498,Online Retailer,5411,FUEL,2025-10-28 15:22:30.855575,0,DEV_6020,-18.95497468427635,21.443110286688153,-19.357340475160857,24.315510794378895,302
TXN_000026,USER_0805,1181.2900617440375,Coffee Shop,5732,ENTERTAINMENT,2025-10-28 15:32:30.855575,0,DEV_3943,-21.028825481430538,16.282162334934014,-21.025148811748537,21.386870630091142,451
TXN_000027,USER_0385,35.55861834532105,Clothing Store,5812,GROCERIES,2025-10-28 15:42:30.855575,0,DEV_7179,-19.135500716769148,20.964823378558737,-21.54172275622546,15.048637935280668,363
TXN_000028,USER_0191,4.8645375227469465,Coffee Shop,5732,FUEL,2025-10-28 15:52:30.855575,0,DEV_7867,-20.810778153223318,22.736533933447987,-19.343906881511252,18.014098555282555,723
TXN_000029,USER_0955,16.967895260144253,Restaurant,5411,GROCERIES,2025-10-28 16:02:30.855575,0,DEV_4936,-18.98540259402278,15.788484815306418,-19.620447219456004,22.366872785177144,274
TXN_000030,USER_0276,11.401996440909963,Restaurant,5411,GROCERIES,2025-10-28 16:12:30.855575,0,DEV_7202,-18.58027054235904,23.297380570850375,-20.394065799216918,14.54037649414638,42
TXN_000031,USER_0160,96.48650487198063,Restaurant,5542,RETAIL,2025-10-28 16:22:30.855575,0,DEV_6610,-20.6626821848646,13.024586992832983,-21.853270420664888,14.648055237444783,1085
TXN_000032,USER_0459,8.558761199458523,Clothing Store,5814,HEALTH,2025-10-28 16:32:30.855575,1,DEV_4742,-21.99125281546834,18.856907905006324,-20.098882928436076,14.353395200326489,296
TXN_000033,USER_0313,24.317079810098523,Restaurant,5999,EDUCATION,2025-10-28 16:42:30.855575,0,DEV_3857,-20.77993011504278,15.031855533987141,-21.405173978502457,19.896760008865755,557
TXN_000034,USER_0021,87.51657953418874,Gas Station,5651,HEALTH,2025-10-28 16:52:30.855575,0,DEV_4896,-21.176574486710454,21.464136428955996,-20.562113435824518,12.376362180790585,414
TXN_000035,USER_0252,67.21986688912122,Supermarket,5814,ELECTRONICS,2025-10-28 17:02:30.855575,0,DEV_6487,-19.525541675547327,14.273257888567937,-19.655208094567122,19.639077176270938,206
TXN_000036,USER_0747,53.5724145397285,Supermarket,5912,FUEL,2025-10-28 17:12:30.855575,0,DEV_6082,-20.839708466047448,16.43889925923703,-18.2425905169433,22.72980677692806,1103
TXN_000037,USER_0856,65.95685252159342,Bookstore,5912,DINING,2025-10-28 17:22:30.855575,0,DEV_9535,-21.855814807476737,13.656014838331291,-19.95475214963281,22.174478052959063,481
TXN_000038,USER_0560,31.319780216301638,Pharmacy,5542,EDUCATION,2025-10-28 17:32:30.855575,0,DEV_8479,-19.874661684108414,22.55489160642163,-21.220867890753553,20.668806832574376,96
TXN_000039,USER_0474,4.92523464183087,Coffee Shop,5732,FOOD,2025-10-28 17:42:30.855575,0,DEV_7065,-18.50125729996314,13.719572191886183,-18.21509477867513,14.853400594884215,1998
TXN_000040,USER_0058,30.106547375550765,Supermarket,5732,ONLINE,2025-10-28 17:52:30.855575,0,DEV_9826,-20.19464394257369,21.400970877840535,-21.896360172785904,22.613423840728565,3246
TXN_000041,USER_0510,110.2912590949079,Grocery Store,5812,EDUCATION,2025-10-28 18:02:30.855575,0,DEV_2237,-20.494810116796376,21.193992833444042,-19.428719468634704,24.44704977287164,124
TXN_000042,USER_0681,44.46033827741292,Supermarket,5999,HEALTH,2025-10-28 18:12:30.855575,0,DEV_4229,-21.285934814517326,13.85078903310078,-20.950431541176496,14.389170279251163,1537
TXN_000043,USER_0475,98.22222952939863,Grocery Store,5999,DINING,2025-10-28 18:22:30.855575,0,DEV_5377,-20.45047096226106,19.358663992572467,-18.96995940836101,23.83426732807547,350
TXN_000044,USER_0699,22.642427192451983,Pharmacy,5651,ENTERTAINMENT,2025-10-28 18:32:30.855575,0,DEV_3177,-20.67632413794657,18.45943113806254,-20.67510728839409,23.088855531819135,74
TXN_000045,USER_0975,242.62186489951821,Fast Food,5912,FOOD,2025-10-28 18:42:30.855575,0,DEV_6481,-18.020308113437874,19.728559396772184,-20.285014239078933,24.73064157455127,1397
TXN_000046,USER_0782,1.180010337217481,Clothing Store,5999,HEALTH,2025-10-28 18:52:30.855575,0,DEV_3923,-21.8781219796939,24.183959222676,-18.91833314722098,16.15058450739967,39
TXN_000047,USER_0189,67.50223911382916,Online Retailer,5812,ELECTRONICS,2025-10-28 19:02:30.855575,0,DEV_7406,-21.044606490553107,13.046981291659574,-18.408725686188422,24.142930080285495,370
TXN_000048,USER_0957,412.9475224830147,Fast Food,5814,EDUCATION,2025-10-28 19:12:30.855575,0,DEV_6274,-21.725484029349275,22.66654849484051,-21.269786234909816,14.333733577853074,662
TXN_000049,USER_0686,516.2276106130337,Pharmacy,5999,RETAIL,2025-10-28 19:22:30.855575,0,DEV_2328,-18.57032675384666,23.207397005316416,-20.81483034775214,14.277299850686038,645
TXN_000050,USER_0957,38.56174589727408,Supermarket,5812,HEALTH,2025-10-28 19:32:30.855575,0,DEV_6367,-20.330762394299246,13.641563174279941,-21.982700893919723,13.390851728151027,2
TXN_000051,USER_0562,7.468564160422396,Supermarket,5812,DINING,2025-10-28 19:42:30.855575,0,DEV_2433,-18.814920981748404,20.529379798669247,-18.573713588422237,17.5610372401536,202
TXN_000052,USER_0875,423.98974283609584,Coffee Shop,5812,ELECTRONICS,2025-10-28 19:52:30.855575,0,DEV_2856,-19.231383621604596,21.127600922558848,-18.211486997941577,12.158370896881502,33
TXN_000053,USER_0566,50.511561455508605,Clothing Store,5651,GROCERIES,2025-10-28 20:02:30.855575,0,DEV_2532,-18.287873675992852,19.13266167273661,-20.88221728971128,16.95747145037178,109
TXN_000054,USER_0243,43.014862310146015,Pharmacy,5942,ONLINE,2025-10-28 20:12:30.855575,0,DEV_7861,-21.90494303301757,18.53808945780031,-20.46177971755,20.13703988117113,1015
TXN_000055,USER_0831,14.30655807359899,Restaurant,5999,ENTERTAINMENT,2025-10-28 20:22:30.855575,0,DEV_5963,-21.17062066417604,16.131639539628196,-20.284173979437394,13.017398699177374,787
TXN_000056,USER_0504,8.37431077424911,Online Retailer,5814,FUEL,2025-10-28 20:32:30.855575,0,DEV_2495,-19.191868830327195,20.95806062141772,-20.360992537332766,22.64017401163261,392
TXN_000057,USER_0130,127.20433790948717,Fast Food,5912,RETAIL,2025-10-28 20:42:30.855575,0,DEV_9280,-19.659104855885136,15.712106554723167,-20.42849860832,15.805361965397271,834
TXN_000058,USER_0484,149.1283257810668,Gas Station,5311,ENTERTAINMENT,2025-10-28 20:52:30.855575,0,DEV_2928,-19.221359000314635,17.980301431482353,-20.096501513807326,12.603922036113978,138
TXN_000059,USER_0818,73.87068043141116,Bookstore,5812,HEALTH,2025-10-28 21:02:30.855575,0,DEV_6893,-19.698081101803496,23.14579917512141,-21.384865638651927,16.869953920622418,642
TXN_000060,USER_0646,17.35587954410487,Gas Station,5812,RETAIL,2025-10-28 21:12:30.855575,0,DEV_8724,-19.67591514606608,13.164020170381345,-21.76927999293613,13.799677249498504,421
TXN_000061,USER_0020,11.050788272931419,Gas Station,5651,FUEL,2025-10-28 21:22:30.855575,0,DEV_2867,-18.26970389203473,18.868813340595963,-19.105893971292463,22.33864440721613,483
TXN_000062,USER_0840,6.370175480540405,Pharmacy,5912,ENTERTAINMENT,2025-10-28 21:32:30.855575,0,DEV_9134,-18.314831070057185,18.318962786773,-18.613735959212825,16.342094905265245,32
TXN_000063,USER_0166,23.55132862063244,Restaurant,5311,ONLINE,2025-10-28 21:42:30.855575,0,DEV_4905,-21.848013302542967,16.920258175130378,-18.759228883339414,13.521198552105295,156
TXN_000064,USER_0273,12.075995665102749,Electronics Store,5814,ONLINE,2025-10-28 21:52:30.855575,0,DEV_6529,-20.34532587724437,19.767886006897783,-19.493494053994542,17.897578220714493,18
TXN_000065,USER_0387,4.203995813022934,Gas Station,5812,HEALTH,2025-10-28 22:02:30.855575,0,DEV_6080,-19.957717512960016,12.203144522183935,-18.1247550510587,17.87569650773468,59
TXN_000066,USER_0600,145.04115337470077,Fast Food,5999,RETAIL,2025-10-28 22:12:30.855575,0,DEV_4773,-20.568382091358938,18.402104474352548,-21.99382755218721,15.582923535345085,115
TXN_000067,USER_0315,7.5489177436382455,Electronics Store,5999,FOOD,2025-10-28 22:22:30.855575,0,DEV_1468,-21.801766321178956,18.31397702561287,-20.721830751391845,16.25095359733036,321
TXN_000068,USER_0013,238.86153250818035,Online Retailer,5311,RETAIL,2025-10-28 22:32:30.855575,0,DEV_9832,-20.110806660522574,18.70945979135,-20.759935555440265,21.99490530104365,520
TXN_000069,USER_0241,98.60357959614994,Coffee Shop,5732,RETAIL,2025-10-28 22:42:30.855575,0,DEV_9628,-18.09721447890708,14.76172333212276,-20.601308211030595,20.30341883083393,41
TXN_000070,USER_0776,84.90319978086066,Restaurant,5942,HEALTH,2025-10-28 22:52:30.855575,0,DEV_9165,-21.711154877735233,14.698754507422247,-18.80004158422301,14.790547544385781,20
TXN_000071,USER_0345,663.7884963157505,Coffee Shop,5542,FOOD,2025-10-28 23:02:30.855575,0,DEV_5617,-18.733286293753178,20.413633257411085,-20.59401370185489,24.32639654110252,785
TXN_000072,USER_0564,7.935100734868018,Fast Food,5411,EDUCATION,2025-10-28 23:12:30.855575,0,DEV_2685,-21.21738972391205,13.20545757656966,-19.89166567119794,15.961414495139671,50
TXN_000073,USER_0897,202.48341745313877,Clothing Store,5912,FOOD,2025-10-28 23:22:30.855575,0,DEV_1284,-19.69282022589752,15.976979793510825,-19.54424058644785,18.934711860683105,217
TXN_000074,USER_0339,34.93664018307206,Clothing Store,5542,ENTERTAINMENT,2025-10-28 23:32:30.855575,0,DEV_5932,-20.45187718448537,22.80060704496264,-18.618467035080315,19.42456774968934,43
TXN_000075,USER_0091,2582.7376886147526,Bookstore,5812,RETAIL,2025-10-28 23:42:30.855575,0,DEV_6511,-20.603966977762862,13.348929020571795,-19.536553691444034,14.777660946323254,279
